HHID,province,district_real,altitude_m,farm_size_ha,soil_ph,nitrogen,phosphorus,potassium,soc,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,used_improved_seed,used_inorganic_fert,used_organic_fert,used_pesticide,used_irrigation,soil_measures_count,num_crops_grown,grew_maize,grew_beans,grew_cassava,grew_rice,grew_irish_potato,grew_tomato,grew_sweet_potato,grew_banana,yield_maize_t_ha,yield_beans_t_ha,yield_cassava_t_ha,yield_rice_t_ha,yield_irish_potato_t_ha,yield_tomato_t_ha,yield_sweet_potato_t_ha,yield_banana_t_ha,recommended_crop,recommended_confidence,weight
HHD100120,Eastern,Rwamagana,1198,0.68,5.77,0.569,0.084,0.516,2.42,962.2,23.88,72.9,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4.57,,,,,,,,maize,1.0,1.97
HHD100121,Southern,Kamonyi,1614,0.37,6.16,0.359,0.114,0.36,2.89,1104.8,16.87,77.7,0,1,0,0,0,1,3,1,0,0,0,0,1,0,1,5.52,,,,,18.34,,33.14,banana,0.581,2.507
HHD100122,Kigali,Nyarugenge,1452,0.71,6.54,0.619,0.038,0.16,2.64,801.2,18.2,78.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,22.29,banana,1.0,0.948
HHD100123,Southern,Muhanga,1683,1.32,5.87,0.296,0.132,0.29,1.12,1261.9,20.39,66.2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,,,,,21.54,,,,irish_potato,1.0,4.923
HHD100124,Southern,Huye,1639,1.94,5.18,0.502,0.055,0.502,3.09,1065.4,24.29,73.7,0,1,1,0,1,1,2,0,1,0,0,0,0,1,0,,2.46,,,,,15.65,,sweet_potato,0.864,1.18
HHD100125,Kigali,Nyarugenge,1469,1.31,5.8,0.339,0.17,0.073,3.69,1442.7,19.76,66.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,13.73,,,,,,cassava,1.0,0.182
HHD100126,Kigali,Nyarugenge,1499,1.47,5.86,0.555,0.088,1.008,3.5,763.3,21.12,87.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,14.79,,,,,,cassava,1.0,0.638
HHD100127,Northern,Gicumbi,1917,2.55,6.27,0.414,0.07,0.02,2.9,1056.5,21.51,51.8,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,,,17.01,,16.15,,,,cassava,0.513,3.013
HHD100128,Western,Nyabihu,1280,0.93,5.99,0.259,0.167,0.464,2.67,1016.1,22.8,82.3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,,1.48,,,24.05,,,,irish_potato,0.942,3.724
HHD100129,Western,Rusizi,1522,0.76,6.3,0.633,0.259,0.622,2.62,862.0,23.83,75.0,0,0,0,0,0,1,3,0,0,0,1,1,0,1,0,,,,6.21,14.39,,7.85,,irish_potato,0.506,0.139
HHD100130,Southern,Ruhango,1635,1.74,7.02,0.463,0.089,0.241,3.32,1282.8,22.97,97.5,0,1,1,0,1,0,2,0,0,1,0,0,1,0,0,,,27.89,,,31.66,,,tomato,0.532,1.472
HHD100131,Eastern,Bugesera,1133,1.16,6.01,0.189,0.141,0.462,1.91,1038.9,18.86,74.1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,4.97,,,,,rice,1.0,1.366
HHD100132,Eastern,Bugesera,1189,2.82,5.73,0.213,0.217,0.478,2.83,1005.0,19.99,86.8,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,41.26,,,tomato,1.0,1.455
HHD100133,Southern,Muhanga,1591,0.07,6.84,0.583,0.005,0.738,2.24,993.5,24.37,76.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,18.65,banana,1.0,3.293
HHD100134,Kigali,Nyarugenge,1487,2.11,6.84,0.138,0.031,0.314,2.3,763.0,23.11,81.0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,1,4.81,,,6.95,,,,32.87,banana,0.737,1.14
HHD100135,Eastern,Rwamagana,1257,1.02,5.86,0.13,0.346,0.204,2.19,1061.1,18.96,72.9,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,6.14,,,,,rice,1.0,2.172
HHD100136,Eastern,Rwamagana,1292,0.36,5.37,0.41,0.039,0.433,1.81,913.5,20.95,76.4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3.53,,,,,,,,maize,1.0,2.102
HHD100137,Southern,Ruhango,1699,0.08,5.65,0.27,0.124,0.552,2.49,1049.8,21.92,65.5,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,,1.77,,,,21.2,,20.94,tomato,0.483,1.16
HHD100138,Western,Ngororero,1520,0.2,5.82,0.434,0.005,0.107,1.49,939.3,23.08,61.4,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,4.36,,12.43,,,,,,cassava,0.74,1.773
HHD100139,Western,Rubavu,1339,0.13,6.67,0.683,0.127,0.02,0.96,850.3,23.03,76.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,9.2,,sweet_potato,1.0,0.491
HHD100140,Southern,Muhanga,1600,1.54,6.37,0.503,0.125,0.092,2.71,870.9,19.06,65.7,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1,,1.39,,9.56,,,,26.01,banana,0.704,1.521
HHD100141,Eastern,Bugesera,1169,0.07,5.43,0.354,0.119,0.757,3.67,1028.4,23.3,83.5,1,0,0,1,0,1,3,1,0,0,1,1,0,0,0,2.62,,,6.17,14.06,,,,irish_potato,0.615,1.056
HHD100142,Southern,Nyamagabe,1577,0.89,5.7,0.235,0.026,0.61,2.88,824.1,20.9,83.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,25.08,banana,1.0,1.387
HHD100143,Kigali,Nyarugenge,1366,0.99,5.41,0.361,0.019,0.411,2.97,1044.7,20.28,60.4,0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,,,13.34,,13.69,,,25.31,banana,0.484,2.214
HHD100144,Northern,Musanze,1711,2.75,6.36,0.147,0.154,0.02,3.13,916.6,21.15,72.2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,6.32,,,,,,,34.98,banana,0.847,1.421
HHD100145,Kigali,Nyarugenge,1526,2.83,6.13,0.49,0.032,0.53,1.84,720.7,24.21,73.4,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,4.87,,,8.48,,,,,rice,0.635,1.148
HHD100146,Eastern,Rwamagana,1280,1.05,6.18,0.458,0.019,0.522,2.07,1121.0,21.28,73.2,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,,,,,,17.91,11.63,,tomato,0.606,4.805
HHD100147,Kigali,Kicukiro,1412,2.35,6.31,0.095,0.122,0.371,2.23,942.0,19.36,67.6,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,2.71,,,,,,,beans,1.0,2.015
HHD100148,Southern,Muhanga,1623,0.55,6.46,0.377,0.09,0.391,2.02,635.5,19.15,83.0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,,,17.07,,,18.2,,,tomato,0.516,1.392
HHD100149,Kigali,Nyarugenge,1401,1.12,6.46,0.23,0.185,0.02,1.66,939.2,17.93,72.5,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,,,16.16,,15.4,,,,cassava,0.512,0.634
HHD100150,Kigali,Nyarugenge,1467,1.35,6.11,0.508,0.126,0.651,2.35,873.4,23.4,61.2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4.74,,,,,,,,maize,1.0,4.023
HHD100151,Kigali,Nyarugenge,1447,1.77,5.87,0.336,0.14,0.276,1.57,1015.1,22.32,69.7,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,5.44,,,8.66,,,,,rice,0.614,0.245
HHD100152,Eastern,Rwamagana,1167,1.5,6.0,0.143,0.183,0.312,1.59,719.7,20.35,70.8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,15.61,,,tomato,1.0,5.702
HHD100153,Southern,Muhanga,1690,0.62,6.37,0.516,0.233,0.095,4.73,908.7,22.84,71.6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,18.93,,,tomato,1.0,2.783
HHD100154,Northern,Rulindo,1757,1.32,6.57,0.461,0.058,0.594,0.2,1039.0,24.75,70.8,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,7.9,,,,,,,,maize,1.0,0.237
HHD100155,Western,Rutsiro,1323,0.18,5.68,0.247,0.277,0.502,4.56,943.2,23.93,74.2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,2.07,,,,,,,beans,1.0,1.284
HHD100156,Southern,Muhanga,1706,0.44,5.84,0.19,0.142,0.02,1.5,983.5,21.14,66.5,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,,,,5.85,,,,,rice,1.0,0.569
HHD100157,Northern,Musanze,1704,0.95,6.53,0.213,0.138,0.354,2.08,947.6,25.15,90.4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,,,,,14.3,,,,irish_potato,1.0,3.555
HHD100158,Southern,Gisagara,1627,1.65,5.2,0.429,0.132,0.228,3.2,933.6,21.87,71.3,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,,2.37,17.57,,,,,,cassava,0.881,1.009
HHD100159,Southern,Ruhango,1668,0.67,6.85,0.128,0.046,0.529,1.02,576.1,26.09,75.2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,,,,3.54,,,,,rice,1.0,1.42
HHD100160,Kigali,Nyarugenge,1483,1.53,6.59,0.227,0.114,0.534,2.24,680.8,23.09,74.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,6.31,,,,,rice,1.0,1.617
HHD100161,Eastern,Bugesera,1190,1.19,6.15,0.312,0.193,0.124,1.26,890.0,23.34,72.3,1,1,0,0,0,2,2,1,0,0,0,0,0,1,0,5.91,,,,,,12.75,,sweet_potato,0.683,0.412
HHD100162,Eastern,Rwamagana,1262,0.46,6.15,0.02,0.171,0.245,2.45,826.4,18.49,88.4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,7.94,,,,,rice,1.0,3.483
HHD100163,Southern,Kamonyi,1728,2.43,4.9,0.08,0.123,0.231,4.92,903.3,22.92,56.1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,,1.84,,,19.75,,,,irish_potato,0.915,0.314
HHD100164,Southern,Huye,1542,0.52,6.96,0.408,0.207,0.02,2.96,982.0,22.62,66.0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,12.18,18.56,banana,0.604,1.406
HHD100165,Kigali,Nyarugenge,1382,0.99,5.61,0.125,0.131,0.304,1.67,972.0,25.11,91.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.93,,,,,,,beans,1.0,1.942
HHD100166,Southern,Huye,1721,0.24,5.95,0.25,0.12,0.02,3.23,984.1,25.93,93.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,18.34,banana,1.0,1.285
HHD100167,Eastern,Bugesera,1270,1.08,5.93,0.63,0.038,0.685,2.67,1277.5,24.55,75.6,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,,,7.83,,,,,rice,1.0,2.609
HHD100168,Southern,Gisagara,1484,0.9,5.73,0.344,0.196,0.266,1.74,923.3,24.83,86.1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5.26,,,,,,,,maize,1.0,2.061
HHD100169,Southern,Nyamagabe,1449,1.61,5.12,0.271,0.022,0.537,1.1,761.4,15.44,88.0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,,,,,,,,28.56,banana,1.0,2.222
HHD100170,Kigali,Nyarugenge,1501,0.7,5.3,0.02,0.224,0.432,0.49,1022.5,26.37,92.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.19,,,,,,,,maize,1.0,1.795
HHD100171,Northern,Gakenke,1790,1.59,6.81,0.433,0.025,0.523,1.45,770.5,23.96,79.2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,,,8.87,,,,,rice,1.0,3.555
HHD100172,Northern,Burera,1642,2.85,6.35,0.221,0.116,0.443,3.88,824.5,21.67,82.7,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,,,15.18,,,,,29.44,banana,0.66,0.239
HHD100173,Western,Rusizi,1508,2.97,5.71,0.734,0.173,0.347,0.34,1082.9,21.04,73.6,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,,,23.48,,,,17.39,,cassava,0.575,2.976
HHD100174,Kigali,Nyarugenge,1423,2.79,6.16,0.227,0.057,0.481,1.67,731.2,20.9,87.0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,,2.26,22.73,,14.13,,,,cassava,0.581,1.884
HHD100175,Northern,Burera,1804,2.12,5.62,0.099,0.216,0.394,1.65,891.9,23.67,60.7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,21.34,,,,,,cassava,1.0,1.11
HHD100176,Kigali,Nyarugenge,1527,0.29,5.76,0.485,0.209,0.046,3.45,968.6,18.07,64.0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,,,,9.58,11.11,,,tomato,0.537,1.943
HHD100177,Southern,Nyaruguru,1590,0.07,5.32,0.383,0.241,0.311,2.18,659.0,18.15,72.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,12.59,banana,1.0,2.685
HHD100178,Southern,Nyaruguru,1593,1.28,6.95,0.556,0.066,0.241,2.86,884.1,19.42,75.8,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,,,,6.39,17.9,,,,irish_potato,0.737,1.801
HHD100179,Northern,Rulindo,1681,2.73,6.07,0.61,0.196,0.353,2.72,896.5,23.46,94.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,22.63,,,,irish_potato,1.0,1.451
HHD100180,Kigali,Nyarugenge,1419,0.85,6.99,0.243,0.142,0.739,3.41,963.3,24.01,81.1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,2.94,,,,,,11.77,,sweet_potato,0.8,8.85
HHD100181,Southern,Huye,1593,1.14,6.61,0.756,0.093,0.286,4.41,739.8,24.5,75.7,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,,2.32,,,,,,31.76,banana,0.932,5.032
HHD100182,Kigali,Nyarugenge,1502,0.56,5.27,0.666,0.222,0.242,2.9,934.4,24.48,73.0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,1,,,,,13.63,15.07,,29.17,banana,0.504,2.485
HHD100183,Southern,Huye,1730,2.02,6.66,0.537,0.18,0.102,3.55,718.7,23.44,76.3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,2.36,,,,,,,beans,1.0,2.604
HHD100184,Southern,Gisagara,1490,0.5,5.52,0.142,0.114,0.21,2.5,1079.0,26.19,61.6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,16.95,,,,irish_potato,1.0,1.804
HHD100185,Northern,Gakenke,1824,0.3,6.4,0.36,0.106,0.45,1.48,1012.1,23.78,63.3,1,1,0,0,0,0,3,0,0,1,1,0,0,0,1,,,13.19,5.37,,,,24.79,banana,0.572,2.505
HHD100186,Eastern,Nyagatare,1255,0.39,5.69,0.157,0.199,0.24,3.11,714.9,21.28,80.2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,,,3.07,,18.65,,,tomato,0.859,5.541
HHD100187,Southern,Ruhango,1729,0.85,6.08,0.161,0.07,0.366,2.44,953.4,14.66,76.6,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,,1.19,,,,,,17.32,banana,0.936,3.855
HHD100188,Southern,Huye,1545,0.56,6.46,0.368,0.148,0.437,5.18,851.8,19.36,72.4,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,,,12.11,,,,,,cassava,1.0,4.208
HHD100189,Southern,Gisagara,1476,0.65,5.52,0.265,0.031,0.161,1.65,863.6,17.87,76.9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,11.32,,sweet_potato,1.0,4.518
HHD100190,Kigali,Nyarugenge,1481,0.83,5.67,0.35,0.147,0.847,2.35,901.7,25.17,78.4,0,1,1,0,0,1,3,0,0,1,0,1,0,1,0,,,20.61,,26.19,,19.21,,irish_potato,0.397,2.018
HHD100191,Southern,Nyamagabe,1490,0.45,4.63,0.296,0.145,0.216,3.73,871.7,17.07,77.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,18.69,banana,1.0,1.263
HHD100192,Southern,Muhanga,1611,2.63,6.84,0.186,0.044,0.405,0.4,747.1,21.76,76.5,0,0,1,0,0,0,3,0,1,0,1,0,0,0,1,,3.02,,7.47,,,,34.18,banana,0.765,3.85
HHD100193,Western,Karongi,1383,2.74,5.95,0.225,0.038,0.456,2.51,803.7,18.0,84.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,32.7,,,tomato,1.0,1.353
HHD100194,Western,Nyamasheke,1381,0.28,5.49,0.329,0.133,0.02,1.17,853.3,24.89,86.9,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,9.61,,sweet_potato,1.0,2.013
HHD100195,Eastern,Gatsibo,1216,0.45,6.33,0.535,0.113,0.076,0.38,1103.8,21.33,72.9,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3.12,,,4.61,,,,,rice,0.596,0.779
HHD100196,Eastern,Nyagatare,1361,2.07,6.67,0.355,0.212,0.02,2.45,1149.9,22.74,65.7,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,,,,,23.1,,,38.24,banana,0.623,2.567
HHD100197,Southern,Muhanga,1564,0.08,5.19,0.503,0.104,0.36,3.55,688.3,18.96,72.1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,,,13.85,,,,,,cassava,1.0,0.524
HHD100198,Southern,Gisagara,1515,0.41,6.79,0.324,0.245,0.493,4.23,810.1,20.06,82.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,9.56,,sweet_potato,1.0,1.934
HHD100199,Southern,Muhanga,1724,0.7,5.68,0.26,0.168,0.399,1.89,760.4,19.43,85.5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,,,,,,,,20.07,banana,1.0,0.706
HHD100200,Southern,Muhanga,1703,1.62,4.82,0.174,0.105,0.221,2.5,468.5,17.4,68.2,0,1,0,0,0,3,2,0,0,0,0,0,1,1,0,,,,,,23.55,16.07,,tomato,0.594,1.048
HHD100201,Eastern,Gatsibo,1195,0.07,5.32,0.02,0.175,0.327,4.87,942.7,19.14,65.1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,18.72,banana,1.0,0.992
HHD100202,Kigali,Nyarugenge,1471,0.04,6.52,0.334,0.109,0.22,3.29,711.8,27.76,87.2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.04,,,,,,,,maize,1.0,1.485
HHD100203,Southern,Nyamagabe,1602,0.59,6.14,0.463,0.134,0.02,2.61,927.4,21.35,71.0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3.87,,,,8.81,,,,irish_potato,0.695,3.271
HHD100204,Western,Karongi,1379,0.03,6.04,0.539,0.105,0.088,2.09,952.3,18.97,75.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,11.57,,,tomato,1.0,2.582
HHD100205,Northern,Gakenke,1928,0.33,6.32,0.282,0.005,0.245,2.47,863.4,21.11,70.1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,,,,2.96,,,,,rice,1.0,5.957
HHD100206,Northern,Musanze,1762,0.59,6.03,0.259,0.091,0.266,3.34,881.5,20.2,80.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4,,,,,,,,maize,1.0,5.769
HHD100207,Eastern,Nyagatare,1316,2.37,5.37,0.301,0.086,0.113,2.65,905.0,22.79,77.9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,,,23.39,,,,,,cassava,1.0,0.704
HHD100208,Southern,Nyaruguru,1604,0.91,5.62,0.55,0.06,0.486,1.57,593.3,20.47,69.8,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,,,,,,,,22.47,banana,1.0,1.404
HHD100209,Western,Nyamasheke,1411,1.95,6.47,0.204,0.247,0.421,2.22,1027.5,23.54,76.3,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,,,,19.55,,,,irish_potato,1.0,1.963
HHD100210,Southern,Nyaruguru,1559,1.72,4.7,0.291,0.05,0.562,1.38,1037.8,23.32,80.0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,1,4.57,,,,,,26.05,36.75,banana,0.545,5.011
HHD100211,Western,Nyabihu,1261,1.95,5.01,0.442,0.089,0.737,1.67,1201.5,20.16,64.4,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,,,29.65,,,,,52.87,banana,0.641,0.657
HHD100212,Eastern,Ngoma,1242,0.33,5.79,0.214,0.071,0.815,3.06,835.9,24.21,73.7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,,1.34,,,,,,18.34,banana,0.932,3.136
HHD100213,Southern,Nyaruguru,1614,2.53,6.31,0.553,0.186,0.111,0.83,1123.9,23.8,74.7,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,5.46,,,,15.11,,,,irish_potato,0.735,0.721
HHD100214,Kigali,Nyarugenge,1530,2.84,6.66,0.439,0.093,0.041,2.87,1088.0,15.52,71.6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,36.18,banana,1.0,1.855
HHD100215,Northern,Burera,1719,2.49,5.33,0.165,0.216,0.04,1.06,796.5,20.1,51.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,14.97,,,,irish_potato,1.0,0.299
HHD100216,Eastern,Nyagatare,1243,1.36,6.16,0.416,0.111,0.369,2.15,476.8,20.97,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,24.54,banana,1.0,2.187
HHD100217,Northern,Musanze,1723,0.3,6.01,0.476,0.2,0.093,3.98,755.1,23.18,77.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,13.42,banana,1.0,1.523
HHD100218,Southern,Nyaruguru,1552,1.54,6.3,0.297,0.119,0.479,3.41,971.9,21.54,68.9,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,2.35,,,,,,,beans,1.0,0.317
HHD100219,Southern,Huye,1603,2.5,5.53,0.519,0.027,0.703,3.74,819.2,17.89,68.4,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,,2.31,,,27.15,,,,irish_potato,0.922,1.777
HHD100220,Southern,Huye,1674,2.0,5.65,0.443,0.123,0.275,1.75,636.5,23.27,88.8,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,2.92,,,,,,,beans,1.0,2.362
HHD100221,Kigali,Kicukiro,1419,0.4,6.07,0.467,0.007,0.41,2.1,942.0,17.65,68.5,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,,1.52,,,,12.8,,,tomato,0.894,2.384
HHD100222,Eastern,Kirehe,1371,2.68,5.8,0.477,0.164,0.02,2.51,888.0,22.85,81.4,1,1,0,1,0,0,2,0,0,1,0,1,0,0,0,,,20.77,,36.82,,,,irish_potato,0.639,0.69
HHD100223,Northern,Musanze,1787,0.69,6.26,0.433,0.055,0.292,2.3,1075.7,19.81,63.2,0,0,1,0,1,0,3,1,1,1,0,0,0,0,0,3.51,1.62,17.66,,,,,,cassava,0.775,3.055
HHD100224,Northern,Musanze,1754,1.71,6.07,0.458,0.148,0.245,2.66,1001.9,21.51,83.1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4.23,,,,,26.73,,,tomato,0.863,3.452
HHD100225,Kigali,Nyarugenge,1425,0.58,5.82,0.481,0.135,0.536,1.45,1123.7,23.31,71.4,1,1,1,1,0,1,2,0,0,0,0,1,1,0,0,,,,,16.44,17.32,,,tomato,0.513,2.607
HHD100226,Southern,Nyamagabe,1467,0.79,5.93,0.122,0.2,0.169,2.27,1125.1,24.04,82.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,21.83,,,tomato,1.0,1.552
HHD100227,Eastern,Bugesera,1213,0.54,6.13,0.711,0.197,0.142,1.03,1182.2,21.16,86.7,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,12.69,12.66,,tomato,0.501,2.726
HHD100228,Southern,Muhanga,1669,0.09,5.67,0.307,0.143,0.245,3.64,896.4,20.38,69.0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,12.7,,,tomato,1.0,0.627
HHD100229,Southern,Kamonyi,1660,0.36,5.05,0.254,0.154,0.255,2.46,794.1,21.81,85.7,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,3.77,,11.59,,,19.22,,,tomato,0.556,0.714
HHD100230,Eastern,Bugesera,1200,0.15,5.86,0.02,0.134,0.405,3.52,1028.3,24.41,62.6,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,4.12,,,3.89,,,,,maize,0.514,4.064
HHD100231,Kigali,Nyarugenge,1431,0.47,6.29,0.095,0.06,0.02,0.91,790.2,28.55,81.6,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,,1.12,7.92,,,,,,cassava,0.876,3.665
HHD100232,Southern,Muhanga,1639,2.04,6.47,0.328,0.119,0.213,1.95,1188.3,22.2,94.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,8.87,,,,,rice,1.0,2.35
HHD100233,Eastern,Bugesera,1246,1.49,4.97,0.267,0.097,0.645,3.72,736.1,27.81,63.6,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,7.91,,,,,,,,maize,1.0,0.77
HHD100234,Southern,Gisagara,1481,0.66,6.36,0.129,0.005,0.334,4.46,837.0,21.0,68.8,0,1,0,0,0,1,3,1,0,0,0,0,1,1,0,3.58,,,,,14.09,11.49,,tomato,0.483,5.381
HHD100235,Eastern,Rwamagana,1197,1.93,6.35,0.348,0.005,0.02,2.21,1115.7,19.9,86.2,1,0,1,0,0,0,3,1,0,0,1,0,0,0,1,5.49,,,7.39,,,,26.65,banana,0.674,1.491
HHD100236,Southern,Huye,1560,0.93,6.63,0.396,0.2,0.1,0.63,968.1,24.47,70.0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,,,12.12,5.03,,,,,cassava,0.707,1.936
HHD100237,Kigali,Nyarugenge,1365,0.77,6.34,0.328,0.151,0.486,2.91,750.2,20.56,92.9,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,,,16.2,5.69,,,,,cassava,0.74,1.26
HHD100238,Western,Rubavu,1418,1.43,7.09,0.135,0.029,0.624,1.33,1232.8,25.26,68.5,0,0,0,1,0,2,2,1,1,0,0,0,0,0,1,4.64,1.49,,,,,,22.9,banana,0.789,0.777
HHD100239,Southern,Huye,1634,1.56,5.78,0.223,0.123,0.436,0.94,817.0,23.79,85.4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,2.31,,,,,,,beans,1.0,1.021
HHD100240,Eastern,Bugesera,1258,1.44,7.02,0.391,0.153,0.44,3.46,795.5,20.56,81.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,40.21,banana,1.0,2.733
HHD100241,Kigali,Nyarugenge,1424,1.64,6.12,0.238,0.184,0.375,3.31,1213.8,19.8,83.2,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,,,,6.7,14.78,,12.32,,irish_potato,0.437,1.006
HHD100242,Eastern,Gatsibo,1094,1.6,6.14,0.122,0.005,0.02,2.15,628.3,21.07,63.6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,,,,15.06,,,,irish_potato,1.0,2.987
